Customer ID,Recency,Frequency,Monetary
14443,3,2,966
14444,91,1,132
14445,90,1,221
14446,21,1,201
14447,35,1,548
14449,7,5,1575
14450,14,4,645
14451,24,10,2646
14452,30,2,401
14454,11,5,977
14455,67,4,628
14458,15,1,237
14459,286,1,3537
14460,31,6,659
14461,17,10,4610
14462,67,1,265
14463,134,1,256
14464,203,2,111
14465,63,8,2887
14466,7,7,2374
14467,24,8,1622
14468,368,1,204
14469,51,4,2112
14470,65,1,250
14471,226,2,400
14472,324,1,291
14474,214,1,730
14475,43,1,225
14477,71,3,660
14478,17,4,1276
14479,0,3,982
14480,37,3,1020
14481,42,3,1674
14482,14,6,2289
14483,371,1,120
14484,36,3,749
14486,146,2,175
14487,3,2,257
14489,72,3,1111
14490,41,2,1273
14491,7,1,127
14492,65,7,1921
14493,25,5,2746
14494,36,2,261
14495,294,1,51
14496,8,6,2129
14497,308,1,221
14498,36,5,1953
14499,9,4,1323
14505,39,11,6096
14506,4,3,1278
14507,13,5,1901
14508,11,3,598
14509,169,1,110
14510,10,3,1007
14512,18,5,948
14513,71,3,332
14514,71,6,3543
14515,22,6,1647
14516,151,1,163
14519,318,2,206
14521,126,1,199
14522,230,4,784
14524,44,4,1066
14525,63,8,3908
14526,24,1,262
14527,0,69,19283
14530,31,10,3271
14531,114,1,376
14532,46,7,2926
14533,42,4,1516
14534,32,8,1824
14535,30,6,3166
14537,258,1,285
14538,165,3,982
14540,14,8,2799
14541,51,6,1038
14543,15,23,11276
14544,105,1,957
14545,309,1,349
14546,11,6,2619
14548,119,7,1974
14549,55,3,627
14550,23,2,587
14551,46,5,693
14552,15,2,346
14553,46,4,982
14555,16,4,1991
14556,231,3,835
14558,289,3,655
14559,25,1,75
14560,14,22,3876
14562,25,8,1654
14563,144,2,679
14564,69,2,2605
14565,108,1,760
14566,52,3,2660
14568,70,1,919
14569,87,3,371
14570,78,1,395
14571,60,1,161
14572,52,4,2782
14573,7,5,968
14574,367,1,143
14575,123,1,460
14576,7,1,35
14577,29,3,514
14579,67,1,105
14580,153,1,14
14581,179,1,295
14583,18,3,728
14584,56,4,705
14585,17,4,986
14588,213,1,135
14589,6,1,39
14590,59,20,3006
14593,32,9,3094
14594,8,1,255
14595,88,2,423
14596,261,1,229
14597,14,4,1318
14598,204,1,162
14599,25,2,474
14600,28,1,471
14602,291,1,205
14604,268,1,143
14605,9,4,937
14606,1,102,18704
14607,102,8,7568
14608,14,7,1567
14609,25,6,884
14610,30,2,24
14611,78,2,604
14612,50,1,877
14613,315,1,76
14614,21,1,295
14615,29,5,951
14616,20,2,121
14617,37,2,190
14618,11,4,788
14619,176,1,896
14621,146,4,1212
14623,15,5,1170
14624,50,4,588
14625,9,9,3598
14626,30,7,2619
14627,14,1,462
14628,77,3,1326
14630,119,1,338
14631,21,3,1018
14634,72,4,2124
14635,88,1,215
14637,312,1,106
14639,43,3,1994
14640,44,4,1541
14643,252,3,986
14644,49,5,1416
14645,269,1,279
14646,9,78,248396
14647,158,1,276
14648,51,15,4546
14649,17,5,2358
14650,223,1,62
14651,29,7,1379
14653,148,5,1666
14654,373,1,246
14655,23,3,1946
14656,50,3,523
14657,64,2,612
14662,62,3,645
14663,65,2,490
14665,62,2,913
14667,0,31,12685
14668,80,1,111
14669,268,4,1973
14670,367,1,190
14671,184,2,1127
14672,150,2,347
14673,2,3,1674
14674,144,1,173
14675,23,1,462
14676,29,6,5808
14677,227,1,184
14678,214,1,403
14679,16,3,1289
14680,6,43,28658
14681,22,3,376
14682,63,4,1462
14683,223,1,146
14684,25,1,232
14685,211,8,4619
14686,49,5,885
14687,35,2,773
14688,8,8,2082
14690,27,2,422
14692,15,8,1153
14693,60,6,992
14694,252,1,244
14695,154,3,1620
14696,8,2,688
14699,70,3,593
14700,50,2,880
14701,77,6,2012
14702,0,13,3462
14704,59,2,266
14706,253,1,390
14707,70,2,139
14708,3,3,1085
14709,14,12,3965
14710,14,9,1316
14712,53,1,411
14713,0,11,2752
14714,42,3,746
14715,77,4,973
14716,79,1,235
14717,368,1,81
14718,45,1,226
14721,14,1,115
14722,112,2,325
14723,6,7,934
14724,225,1,345
14725,29,3,597
14726,289,1,124
14727,181,2,199
14728,48,1,190
14729,8,3,593
14732,27,11,2814
14733,2,4,6599
14734,60,4,1056
14735,23,24,6174
14736,120,2,401
14737,35,1,2389
14738,195,2,507
14739,2,19,8385
14740,44,8,2712
14741,7,2,497
14742,70,1,579
14743,227,1,50
14744,1,8,2785
14745,136,7,1351
14746,41,4,593
14748,3,7,1736
14749,114,1,310
14750,371,1,112
14751,319,2,126
14753,95,1,306
14754,60,4,912
14755,16,14,4962
14756,17,2,1914
14758,31,3,1380
14761,79,1,192
14762,261,1,117
14766,1,6,4082
14767,109,1,382
14769,25,9,5097
14770,102,6,2761
14771,256,2,594
14773,227,1,140
14774,163,1,241
14775,7,1,406
14776,22,4,1170
14777,38,1,307
14783,294,1,307
14784,24,1,159
14786,185,1,90
14787,106,1,110
14788,231,1,476
14790,9,6,1781
14791,241,1,303
14793,170,1,396
14794,37,3,633
14796,1,11,2867
14797,142,1,300
14798,16,5,550
14799,372,1,180
14800,4,6,3434
14802,73,2,1502
14805,39,3,549
14806,74,1,110
14807,25,2,519
14809,256,2,686
14810,4,3,449
14811,22,1,170
14812,233,1,185
14813,4,4,935
14814,216,1,160
14817,30,5,2849
14818,93,3,512
14819,129,2,198
14820,15,5,767
14821,1,7,1237
14822,120,1,157
14824,14,6,2895
14825,3,13,2698
14826,216,2,385
14827,300,1,0
14828,23,10,7699
14829,7,4,995
14831,315,3,1676
14832,265,1,322
14833,133,1,94
14834,42,1,485
14835,163,2,297
14837,77,5,1810
14838,58,2,773
14839,53,3,915
14840,174,1,299
14841,9,8,3867
14843,71,1,211
14844,65,6,3512
14845,234,1,150
14846,62,1,437
14847,42,2,1039
14848,39,1,310
14849,8,21,7832
14850,52,6,1468
14851,265,1,318
14852,59,12,3310
14853,58,3,901
14854,25,4,1563
14855,109,5,5874
14857,77,5,2478
14858,140,1,180
14859,189,1,351
14861,15,9,1254
14865,7,3,77
14866,1,8,6460
14867,30,13,2241
14868,15,4,1230
14869,23,4,2078
14870,48,5,1511
14871,128,5,736
14872,118,3,816
14873,268,1,334
14874,170,1,116
14875,76,1,1397
14876,156,2,256
14877,53,2,437
14878,11,16,2619
14879,319,1,185
14882,25,12,3038
14884,304,1,120
14885,62,2,832
14890,253,2,691
14891,51,2,552
14892,325,1,202
14893,252,1,571
14894,78,2,837
14895,18,18,13980
14896,0,7,1623
14897,44,4,1774
14898,6,9,2204
14899,30,1,1384
14900,157,1,13
14901,1,5,868
14902,30,2,702
14904,43,2,615
14905,9,6,1355
14906,80,1,68
14907,2,10,2664
14908,98,1,104
14909,72,3,1404
14911,0,205,152147
14912,36,4,1021
14913,23,4,2845
14915,10,9,1503
14916,66,4,1773
14917,231,2,1123
14918,39,7,4345
14919,174,1,359
14920,200,1,629
14922,28,2,843
14924,245,2,620
14926,16,2,359
14927,31,1,308
14928,262,1,223
14929,56,1,612
14930,105,3,2873
14932,0,2,666
14933,78,4,1770
14934,13,3,1612
14935,254,1,1065
14936,25,4,4273
14938,197,2,2322
14940,52,2,531
14941,213,1,182
14942,36,4,746
14943,298,1,107
14944,24,7,3884
14945,48,1,179
14947,23,4,758
14949,104,4,515
14952,31,21,9529
14953,53,3,723
14954,338,1,167
14955,367,1,163
14956,56,1,1325
14957,279,1,274
14958,230,3,458
14961,14,13,9365
14962,174,3,240
14963,14,7,1676
14966,22,5,924
14967,76,5,1518
14968,93,1,357
14969,338,1,906
14970,44,8,3327
14972,16,1,30
14975,56,1,192
14977,360,1,31
14978,65,5,1210
14979,370,1,439
14980,372,1,150
14981,58,1,270
14982,207,1,237
14983,324,1,183
14984,23,4,1058
14986,11,2,566
14987,0,7,1387
14988,15,6,1732
14989,296,1,342
14990,247,2,305
14991,65,1,314
14992,77,1,210
14993,198,1,36
14994,17,5,960
14996,116,2,442
14997,290,1,230
14998,63,2,340
14999,227,1,129
15001,29,2,230
15002,2,6,3175
15003,108,6,1060
15005,1,29,7789
15006,88,1,323
15008,115,2,360
15011,30,2,416
15012,8,2,437
15013,122,10,1641
15015,136,13,2365
15016,28,4,460
15018,2,1,111
15020,14,1,203
15021,1,4,869
15022,312,1,281
15023,4,10,5367
15024,2,8,2414
15025,203,1,636
15026,10,2,592
15027,30,6,2129
15028,3,3,530
15029,254,1,365
15030,15,6,1461
15031,29,10,2488
15032,1,7,8821
15034,21,6,4004
15037,11,2,402
15038,4,4,604
15039,3,47,20116
15040,176,1,7
15041,79,1,113
15042,230,1,179
15043,98,5,2336
15044,14,18,8504
15046,60,10,2598
15048,3,1,98
15050,56,2,2411
15051,14,6,2543
15055,109,3,560
15056,155,1,133
15057,78,3,1766
15058,11,5,1285
15059,11,10,2185
15061,2,86,83284
15062,58,4,1597
15064,45,4,1254
15065,45,1,168
15067,48,2,2133
15068,53,2,623
15070,7,3,737
15071,21,2,473
15072,114,1,187
15073,35,5,1744
15074,64,2,817
15076,127,2,566
15077,129,2,2428
15078,3,23,8018
15079,0,8,2871
15080,62,2,546
15081,2,8,1460
15082,303,1,93
15084,14,2,965
15085,364,1,347
15086,199,2,218
15091,309,2,565
15092,97,1,318
15093,7,18,9729
15094,98,2,83
15095,55,6,1771
15097,218,2,660
15100,1,6,2018
15101,150,4,1160
15102,165,2,554
15105,65,2,795
15107,7,4,620
15109,214,2,498
15110,38,2,509
15111,7,3,1163
15112,246,1,209
15114,18,2,639
15115,367,1,191
15117,83,3,934
15122,57,8,2863
15123,56,3,2456
15124,111,2,266
15125,114,9,5496
15126,171,2,449
15127,154,1,304
15128,65,1,312
15129,20,12,3412
15131,29,1,80
15133,17,2,824
15134,16,2,208
15135,191,1,166
15137,155,2,823
15138,28,1,502
15140,77,1,889
15141,92,7,1388
15142,45,5,2121
15143,67,1,304
15144,14,12,5579
15149,211,4,1033
15150,91,3,3686
15151,58,2,2085
15152,336,1,518
15154,113,2,1091
15155,18,1,383
15157,204,2,718
15158,36,1,204
15159,30,4,3475
15160,9,3,431
15161,23,1,119
15162,366,1,312
15164,24,6,1225
15165,8,1,487
15166,102,1,167
15167,42,4,1496
15169,17,2,569
15170,41,1,81
15173,15,7,1494
15174,45,1,345
15176,302,1,988
15177,60,1,948
15179,27,8,5284
15180,2,3,816
15181,55,2,510
15182,20,9,2376
15183,182,3,639
15184,22,2,283
15186,109,3,991
15188,360,1,310
15189,16,5,1298
15190,69,1,834
15191,98,3,588
15192,0,3,937
15194,3,14,4811
15196,67,2,316
15197,29,3,797
15198,43,3,377
15199,9,6,1853
15200,129,1,549
15201,74,2,606
15202,55,3,6001
15203,25,9,2572
15207,51,3,683
15208,58,1,100
15209,365,1,178
15210,13,2,845
15211,0,1,383
15212,11,1,106
15215,28,4,1687
15216,253,1,389
15217,198,1,426
15218,24,11,5759
15219,283,1,379
15221,1,4,2062
15222,107,10,2965
15223,244,3,662
15224,147,3,549
15227,31,4,1269
15228,63,2,2193
15229,221,1,160
15231,256,1,250
15233,36,1,59
15235,4,6,690
15240,9,7,2753
15241,65,3,1293
15242,57,1,302
15243,70,1,610
15244,301,1,280
15245,37,5,2095
15246,190,1,266
15247,112,2,620
15248,46,3,1893
15249,65,5,2577
15250,275,1,60
15251,49,10,9839
15252,56,3,1362
15253,38,3,1136
15254,181,2,787
15255,31,8,2838
15256,196,1,71
15257,49,1,368
15259,147,4,1182
15260,7,20,7377
15261,16,3,1253
15262,15,2,239
15264,165,1,454
15265,239,2,1839
15266,14,4,732
15268,113,3,961
15269,15,2,816
15270,35,14,6145
15271,0,10,2202
15272,85,4,1363
15273,234,1,228
15276,29,3,514
15277,60,1,220
15278,196,4,496
15279,15,4,1290
15280,123,2,293
15281,13,7,6211
15282,205,1,348
15283,25,3,148
15284,135,1,24
15285,42,1,94
15287,14,3,369
15288,0,6,1576
15289,93,2,653
15290,28,8,2553
15291,8,26,9178
15293,300,1,247
15294,45,1,233
15295,289,1,217
15296,55,6,6669
15298,1,12,4659
15299,7,6,3484
15301,3,6,2533
15302,365,1,308
15303,200,2,650
15304,3,2,225
15305,190,1,93
15306,135,6,2310
15309,245,4,797
15310,113,1,1634
15311,0,121,56003
15312,18,8,2005
15314,48,2,492
15317,312,1,129
15321,72,9,3961
15322,111,1,711
15323,197,3,434
15324,336,1,140
15325,30,7,1439
15326,244,4,1388
15328,42,1,107
15329,9,8,1934
15331,134,3,767
15332,1,6,4892
15336,36,1,240
15337,46,1,373
15338,312,1,283
15339,56,5,1253
15340,196,1,105
15341,84,1,382
15346,60,2,343
15347,1,4,1162
15350,8,2,547
15351,4,4,1778
15352,183,1,114
15353,2,6,2398
15354,238,3,284
15356,3,4,698
15358,0,22,8703
15359,297,8,181
15361,161,3,270
15362,83,2,613
15363,7,2,678
15365,38,6,2242
15366,44,5,1786
15367,53,7,3203
15368,29,1,275
15369,127,11,6251
15370,45,1,1352
15371,297,1,59
15372,85,7,4009
15373,6,6,1005
15374,259,1,139
15375,325,1,60
15377,17,4,1211
15378,97,2,246
15379,35,1,1174
15380,0,7,1788
15381,58,3,1293
15382,9,6,7777
15384,16,2,1385
15385,27,2,625
15387,127,1,468
15389,35,4,2233
15390,31,2,1216
15391,219,1,289
15392,9,3,1376
15393,202,3,659
15394,30,7,3103
15396,218,1,508
15400,55,3,586
15401,87,2,216
15402,22,4,1203
15403,126,2,170
15404,10,1,257
15405,211,1,310
15406,88,2,465
15409,356,1,131
15410,203,2,1234
15413,326,5,6798
15416,113,3,588
15418,60,2,452
15420,69,6,743
15421,20,6,2854
15422,14,5,1522
15423,216,2,223
15424,98,1,214
15425,35,4,1944
15426,4,5,1168
15428,22,3,668
15430,102,2,954
15431,137,1,153
15432,176,1,149
15434,9,6,1525
15437,275,1,193
15439,39,4,1269
15441,31,3,1254
15443,109,7,1939
15445,225,1,171
15446,11,3,406
15447,162,4,337
15448,309,1,294
15451,69,2,233
15452,25,3,1260
15454,253,1,128
15455,232,1,38
15456,38,7,1672
15458,37,1,208
15459,52,2,202
15461,95,2,429
15462,80,1,502
15465,4,15,5301
15466,24,3,1236
15468,27,1,962
15469,73,1,335
15470,210,1,63
15471,15,2,847
15473,79,1,274
15474,230,1,163
15476,15,4,2209
15477,284,1,368
15478,210,1,583
15479,368,1,147
15480,100,4,5373
15481,36,1,1993
15482,21,7,3537
15483,20,6,628
15484,175,2,1061
15485,8,5,3196
15486,162,1,102
15487,314,1,231
15488,91,4,340
15489,35,5,1285
15490,65,1,217
15493,24,4,2313
15494,113,3,2480
15495,14,1,246
15496,266,1,146
15497,17,7,7395
15498,1,19,12723
15499,358,1,161
15501,39,2,402
15502,3,5,3608
15503,361,1,120
15504,155,3,371
15506,16,3,1060
15509,15,1,166
15512,25,2,210
15513,0,18,12992
15514,14,7,2459
15515,22,1,171
15518,14,7,2276
15519,18,2,344
15521,35,8,4106
15523,23,15,16947
15524,241,1,151
15525,8,2,469
15527,29,15,3145
15529,1,2,1116
15530,147,1,311
15532,11,6,2190
15534,360,1,162
15535,39,2,551
15536,44,1,259
15538,172,6,3358
15540,10,1,247
15542,147,3,918
15543,94,1,114
15544,7,12,4615
15545,6,1,135
15546,241,2,1079
15547,11,12,5199
15548,230,1,158
15549,56,5,652
15550,13,8,1643
15551,29,6,1274
15552,258,1,162
15555,0,22,7307
15558,274,1,214
15559,203,1,1109
15560,32,2,153
15561,18,4,1133
15562,59,2,538
15563,149,3,1466
15564,98,2,70
15566,27,2,227
15569,25,5,2210
15570,4,14,5145
15571,21,10,3401
15572,15,3,1515
15573,253,3,599
15574,7,3,816
15575,254,1,30
15577,358,2,139
15579,18,3,953
15580,11,8,1381
15581,1,26,4114
15583,11,1,107
15584,34,2,552
15586,227,3,1139
15587,27,3,608
15588,312,1,579
15590,17,5,1496
15591,217,3,217
15595,122,1,357
15596,0,5,1723
15597,210,1,238
15598,62,1,307
15599,80,1,488
15600,63,4,1199
15601,7,17,8183
15602,3,8,1932
15603,283,1,40
15605,8,5,738
15606,25,8,2310
15607,178,8,1604
15608,50,1,692
15611,18,13,1405
15613,245,1,433
15614,72,4,3147
15615,25,24,10974
15616,73,1,317
15617,31,3,828
15620,44,1,389
15622,62,8,4143
15623,28,7,2136
15625,11,5,1702
15626,56,1,391
15627,92,2,566
15628,1,9,2782
15629,85,4,2240
15630,279,1,295
15631,277,1,596
15633,144,13,4352
15634,18,1,311
15635,30,1,100
15636,72,2,719
15637,48,4,574
15638,13,6,2265
15639,86,2,639
15640,7,15,11441
15641,31,8,3458
15642,364,1,105
15645,49,2,443
15646,7,3,526
15647,50,1,169
15649,2,3,1354
15650,156,2,553
15651,55,2,612
15652,22,4,1082
15658,7,4,1399
15659,21,2,226
15660,0,7,1212
15661,14,6,906
15662,296,2,283
15664,84,3,867
15665,46,3,1773
15666,107,2,632
15670,191,1,152
15672,360,1,45
15673,86,5,3533
15674,52,8,4501
15675,39,1,218
15677,56,2,648
15678,30,2,1541
15680,1,8,3173
15681,14,9,1563
15682,234,2,318
15683,108,1,330
15684,182,3,173
15685,85,1,55
15686,55,1,90
15688,53,1,190
15689,252,1,266
15691,29,3,434
15693,294,1,37
15694,0,12,4331
15695,232,2,721
15696,58,5,1170
15697,324,1,246
15698,259,1,46
15702,111,2,140
15704,137,2,1524
15708,4,3,1014
15709,224,1,194
15710,52,1,898
15711,191,2,420
15712,14,7,2400
15713,1,3,654
15714,88,3,453
15715,190,5,658
15716,4,8,1938
15717,56,4,456
15718,175,1,293
15719,16,18,5177
15720,185,1,143
15722,80,6,3035
15723,46,3,744
15724,35,1,92
15726,25,1,321
15727,22,8,4266
15728,14,2,544
15729,35,2,107
15730,16,2,605
15731,188,1,125
15732,7,9,1387
15734,71,2,923
15735,56,1,327
15736,70,2,1815
15738,7,26,8560
15741,93,2,208
15742,254,1,156
15747,10,6,1588
15748,84,2,465
15750,1,12,4331
15751,95,11,1380
15752,7,3,1570
15754,128,6,2579
15755,14,11,3628
15757,21,4,2225
15759,146,4,577
15760,265,2,13916
15761,77,1,143
15764,69,2,1223
15765,301,1,370
15766,91,2,516
15768,111,31,14979
15769,6,21,32451
15770,247,1,321
15771,239,3,1006
15772,53,1,280
15773,44,1,138
15774,53,5,1059
15775,266,1,45
15777,31,3,715
15778,66,1,307
15779,98,2,124
15782,65,1,1399
15784,102,2,848
15785,14,11,3640
15786,52,2,3582
15788,143,1,221
15789,66,5,1610
15791,164,3,1995
15792,34,2,933
15793,13,5,1433
15794,371,2,777
15795,65,7,1369
15796,9,9,2464
15797,216,2,613
15798,127,3,1535
15799,53,1,540
15800,88,5,543
15803,80,3,1513
15805,20,13,4660
15807,43,2,913
15808,4,18,14674
15809,94,2,758
15810,21,4,1607
15811,0,2,1671
15812,70,7,3400
15814,28,2,689
15816,177,2,144
15817,55,3,2766
15818,223,1,340
15819,66,6,2029
15822,128,4,954
15823,7,3,3882
15824,88,2,890
15826,203,1,943
15827,7,16,1957
15828,10,1,1108
15833,372,1,80
15834,11,3,1539
15837,120,1,385
15838,2,16,40519
15841,21,5,1518
15842,28,2,548
15845,171,3,714
15846,20,1,107
15847,63,3,433
15848,256,1,139
15850,11,4,819
15851,161,1,109
15852,161,1,96
15854,11,9,2609
15855,111,1,340
15856,0,26,17832
15857,65,1,273
15858,2,9,2521
15859,67,1,438
15860,3,10,1528
15861,91,4,1236
15862,8,10,2095
15863,252,3,289
15864,16,1,244
15865,48,2,1353
15867,4,17,5251
15868,218,1,94
15869,261,1,174
15870,31,3,508
15871,72,1,33
15872,13,2,434
15873,134,4,313
15874,22,14,6878
15875,281,1,111
15876,44,2,1449
15878,196,2,330
15879,39,4,1157
15880,4,1,343
15882,3,6,979
15884,67,2,249
15885,18,12,1572
15886,51,3,871
15887,41,3,1027
15888,35,2,260
15889,4,7,1359
15890,29,5,535
15892,304,1,128
15893,116,1,305
15894,4,1,156
15898,2,22,4207
15899,3,1,56
15900,48,3,549
15901,86,4,339
15902,15,1,145
15903,13,5,3813
15905,178,1,114
15906,9,3,987
15908,125,2,764
15910,35,7,1449
15911,258,8,1702
15912,71,7,810
15913,169,1,6
15914,13,2,205
15915,36,1,429
15916,1,7,1899
15917,241,4,437
15918,266,1,248
15919,3,1,270
15920,59,5,404
15921,31,3,466
15922,8,1,369
15923,7,1,127
15924,366,1,102
15926,177,1,134
15927,282,1,123
15928,291,1,293
15929,279,1,594
15931,63,1,239
15934,52,2,2190
15936,14,2,282
15938,91,4,330
15939,9,1,2945
15941,272,1,405
15943,284,2,271
15944,28,3,1839
15945,0,4,646
15946,137,3,2304
15948,59,1,553
15950,10,6,5415
15951,16,1,304
15953,4,11,2010
15954,224,1,190
15955,7,9,4242
15956,186,2,617
15957,55,2,501
15958,38,3,388
15959,317,3,579
15960,9,4,410
15961,14,1,451
15962,84,1,295
15964,298,1,272
15965,2,10,2167
15966,85,1,426
15967,14,10,2622
15968,23,1,418
15969,60,2,460
15970,233,1,703
15971,20,6,1702
15972,91,5,1810
15973,1,3,680
15976,45,4,1315
15978,67,2,2180
15979,237,1,329
15980,125,4,4194
15981,36,13,5954
15982,240,1,324
15983,0,6,2483
15984,3,21,5921
15985,71,5,1572
15986,16,1,186
15987,3,2,230
15988,186,2,612
15989,10,2,372
15990,129,5,1217
15991,169,1,150
15992,31,2,854
15994,46,2,775
15995,49,1,696
15996,1,2,626
15998,28,11,5218
15999,370,1,20
16001,16,1,583
16002,260,1,169
16003,16,5,2878
16004,109,5,2146
16005,10,6,1820
16006,22,1,245
16007,18,3,1373
16008,17,12,4905
16010,11,8,1316
16011,1,14,2517
16012,36,2,1574
16013,6,39,20315
16014,43,2,467
16016,1,4,1025
16017,52,4,1341
16018,31,2,289
16019,16,18,13679
16021,30,2,532
16024,46,2,232
16027,92,9,1113
16028,230,1,82
16029,7,47,41184
16032,91,6,1970
16033,4,8,2019
16034,29,3,491
16035,195,1,217
16036,59,2,1797
16037,179,2,654
16039,58,2,456
16040,65,4,1103
16042,14,3,1067
16043,14,4,1082
16044,70,1,340
16045,51,4,2094
16046,197,1,235
16047,317,1,107
16048,8,4,818
16049,10,3,787
16050,18,2,162
16051,316,1,188
16053,48,4,2122
16054,53,3,1327
16057,154,3,1591
16058,41,1,62
16059,2,7,1757
16060,35,3,541
16061,66,1,89
16062,14,4,1709
16064,360,1,111
16065,0,8,2010
16067,197,3,3395
16068,228,1,122
16069,52,1,457
16071,162,3,750
16072,63,3,3744
16074,25,1,265
16075,137,2,736
16077,260,1,2300
16078,304,1,283
16080,20,2,385
16081,1,4,1653
16082,305,1,106
16083,17,2,1033
16085,15,7,1362
16086,2,6,1743
16087,24,5,1739
16088,210,2,1437
16089,21,2,271
16090,259,1,205
16092,139,3,770
16094,10,7,2617
16095,91,1,447
16096,51,3,1264
16098,8,8,2442
16099,52,4,841
16100,97,1,582
16101,69,3,1938
16103,24,16,4762
16104,53,8,2476
16105,73,4,2049
16108,69,3,1393
16109,333,1,327
16110,157,1,481
16111,63,1,562
16115,32,4,907
16117,37,2,422
16118,287,1,4376
16119,29,6,1297
16120,57,2,1747
16121,25,3,609
16122,1,3,316
16124,53,3,1523
16125,2,14,4298
16126,14,11,8359
16127,361,1,145
16128,15,6,1920
16129,42,3,1396
16130,57,4,987
16131,10,6,6450
16132,179,2,664
16133,11,23,8403
16134,58,3,1527
16135,218,1,301
16136,298,1,237
16137,315,1,422
16138,13,3,910
16139,357,2,475
16140,6,2,832
16141,52,1,335
16143,4,7,2485
16145,23,8,3005
16146,83,1,212
16147,35,4,2023
16148,71,1,310
16149,64,1,141
16150,7,6,2342
16153,55,6,3309
16155,16,5,796
16156,17,11,3096
16158,157,9,628
16159,105,3,884
16161,3,25,7256
16163,0,5,1992
16165,140,1,79
16166,63,2,435
16167,49,5,1386
16168,4,40,6848
16170,30,14,4983
16172,108,3,744
16174,126,4,1237
16175,106,3,798
16176,56,4,2052
16177,71,7,1915
16178,36,1,414
16180,113,5,5995
16182,73,5,3354
16183,29,3,739
16185,199,1,115
16186,7,15,5019
16188,43,1,105
16190,29,7,2508
16191,10,11,10507
16192,370,1,351
16193,45,1,315
16194,10,1,308
16195,358,1,323
16196,123,1,93
16197,104,9,2016
16198,72,1,629
16199,27,7,942
16200,17,10,4562
16201,50,1,248
16202,52,8,2136
16203,7,3,521
16204,15,2,538
16205,31,3,1069
16206,22,9,2065
16208,29,8,2776
16209,17,4,1884
16210,3,19,17403
16211,56,2,543
16212,253,2,603
16214,70,1,975
16218,8,7,1355
16219,135,1,40
16221,2,7,1370
16222,356,1,498
16223,9,2,1102
16224,22,1,321
16225,37,10,1771
16226,13,2,417
16227,129,2,713
16228,20,3,890
16229,16,4,1857
16231,14,4,1078
16232,55,3,1722
16233,1,7,1429
16234,111,3,333
16235,10,4,1186
16237,72,1,136
16238,57,1,63
16239,17,4,1078
16241,4,4,1721
16242,16,7,3871
16244,7,1,1056
16246,94,2,827
16250,8,2,401
16251,147,1,128
16252,17,1,295
16253,55,5,3626
16254,13,3,985
16255,0,8,2286
16256,128,2,876
16258,22,10,6739
16259,45,3,361
16261,21,2,312
16262,13,1,755
16263,58,1,351
16264,73,2,837
16265,21,3,1488
16266,58,7,896
16267,226,1,186
16269,72,1,717
16271,92,5,2033
16273,283,2,336
16274,8,1,357
16275,109,2,1591
16276,114,2,1818
16277,368,1,188
16278,115,2,551
16279,20,6,4195
16280,360,1,238
16281,58,2,1361
16282,122,2,1139
16283,53,3,2833
16284,28,1,205
16285,281,1,176
16286,112,2,328
16287,11,4,864
16288,105,1,129
16289,97,1,136
16290,99,4,2069
16291,317,1,117
16292,15,4,951
16293,2,6,2408
16294,111,1,126
16296,261,4,1313
16298,32,4,487
16299,112,1,193
16300,65,3,1392
16301,371,1,107
16303,27,4,2567
16304,329,1,381
16306,2,2,560
16307,64,3,1194
16308,41,3,2560
16310,49,2,460
16312,67,1,171
16314,24,3,1491
16315,171,1,176
16316,15,5,2806
16317,185,2,850
16320,88,4,4590
16321,261,2,230
16323,212,1,146
16325,59,9,3003
16326,18,10,1716
16327,4,11,6887
16328,198,1,310
16329,62,4,1703
16330,59,4,382
16331,67,6,2037
16332,66,4,417
16334,127,1,277
16335,186,7,2774
16336,55,4,3517
16340,74,2,976
16341,72,3,1878
16343,42,1,316
16344,144,3,741
16345,118,1,623
16346,20,1,224
16347,23,9,2621
16348,65,1,328
16350,9,5,1137
16351,46,12,3176
16353,4,16,3323
16354,14,3,733
16355,10,1,416
16356,11,3,204
16357,16,1,209
16358,29,1,892
16359,11,7,946
16362,72,1,212
16365,2,7,1766
16366,217,3,1220
16367,18,1,557
16368,70,1,142
16369,71,4,1111
16371,83,1,157
16372,44,3,960
16373,17,2,309
16374,37,3,1298
16375,105,2,104
16377,252,1,632
16381,30,2,258
16382,43,2,353
16383,31,5,2306
16384,64,2,774
16385,1,3,474
16386,22,1,785
16387,30,4,824
16388,288,1,186
16390,171,3,467
16391,35,4,1103
16392,48,2,541
16393,4,11,2515
16395,28,9,2050
16396,111,1,137
16397,263,1,127
16399,24,1,233
16400,30,8,2855
16401,14,11,2750
16402,4,1,211
16406,85,2,389
16407,24,4,694
16408,226,1,231
16409,15,7,3680
16410,369,1,130
16411,4,3,695
16412,28,4,495
16413,10,1,266
16414,66,3,433
16415,218,2,509
16416,25,6,1921
16417,127,1,35
16418,43,2,426
16419,212,2,515
16420,31,1,75
16421,11,3,526
16422,4,59,28967
16424,17,1,309
16428,48,3,660
16430,16,6,817
16433,43,1,200
16434,81,5,1219
16435,147,3,1011
16436,303,3,329
16437,16,2,301
16439,357,1,310
16440,128,1,216
16441,52,3,653
16442,239,2,282
16443,155,1,162
16444,25,13,3001
16445,21,3,372
16447,225,2,516
16448,106,1,178
16450,219,2,1193
