Customer ID,Recency,Frequency,Monetary,M_score,F_score,R_score,Score,Segment
13179,253,1,572,3,1,1,113,Lost Customers
13180,242,1,86,1,1,1,111,Lost Customers
13181,16,1,359,2,1,4,412,New Customers
13183,29,6,3078,5,4,4,445,Loyal Customers
13187,259,3,130,1,3,1,131,Hibernating
13190,179,3,570,3,3,1,133,Hibernating
13191,293,1,164,1,1,1,111,Lost Customers
13192,170,4,1646,4,3,2,234,Hibernating
13194,56,1,412,2,1,3,312,Regular Customers
13195,49,1,172,1,1,3,311,Regular Customers
13196,78,3,1271,4,3,2,234,Hibernating
13197,244,1,373,2,1,1,112,Lost Customers
13198,22,2,1572,4,2,4,424,Potential Loyalists
13199,1,30,6615,5,5,5,555,Champions
13201,137,4,1240,4,3,2,234,Hibernating
13202,29,7,1580,4,4,4,444,Loyal Customers
13203,21,6,1778,4,4,4,444,Loyal Customers
13204,366,1,966,3,1,1,113,Lost Customers
13205,78,1,2803,5,1,2,215,Lost Customers
13206,35,13,8377,5,4,4,445,Loyal Customers
13207,86,2,285,2,2,2,222,Hibernating
13208,84,3,764,3,3,2,233,Hibernating
13209,149,5,2617,5,3,2,235,Hibernating
13211,16,7,1531,4,4,4,444,Loyal Customers
13213,18,6,2330,5,4,4,445,Loyal Customers
13214,52,7,3264,5,4,3,345,Regular Customers
13215,37,1,81,1,1,3,311,Regular Customers
13217,290,1,132,1,1,1,111,Lost Customers
13219,253,1,76,1,1,1,111,Lost Customers
13220,210,1,516,3,1,1,113,Lost Customers
13222,212,1,88,1,1,1,111,Lost Customers
13223,58,4,805,3,3,3,333,Regular Customers
13225,56,9,9796,5,4,3,345,Regular Customers
13226,28,1,204,1,1,4,411,New Customers
13230,0,17,3553,5,4,5,545,Champions
13233,55,2,571,3,2,3,323,Regular Customers
13234,307,2,356,2,2,1,122,Hibernating
13237,22,1,643,3,1,4,413,New Customers
13238,65,2,305,2,2,3,322,Regular Customers
13239,72,4,1265,4,3,2,234,Hibernating
13240,0,5,1074,4,3,5,534,Potential Loyalists
13241,46,1,115,1,1,3,311,Regular Customers
13242,86,4,429,2,3,2,232,Hibernating
13243,84,4,677,3,3,2,233,Hibernating
13245,67,1,558,3,1,3,313,Regular Customers
13246,28,5,1400,4,3,4,434,Potential Loyalists
13249,36,6,897,3,4,3,343,Regular Customers
13250,95,2,256,2,2,2,222,Hibernating
13251,37,1,252,2,1,3,312,Regular Customers
13252,29,2,399,2,2,4,422,Potential Loyalists
13253,65,2,1920,4,2,3,324,Regular Customers
13254,11,1,51,1,1,5,511,New Customers
13255,8,2,504,2,2,5,522,Potential Loyalists
13257,71,1,149,1,1,2,211,Lost Customers
13258,14,2,336,2,2,5,522,Potential Loyalists
13259,32,8,1141,4,4,4,444,Loyal Customers
13262,24,2,373,2,2,4,422,Potential Loyalists
13263,28,4,1250,4,3,4,434,Potential Loyalists
13264,77,1,722,3,1,2,213,Lost Customers
13266,48,7,2300,5,4,3,345,Regular Customers
13267,1,18,5236,5,4,5,545,Champions
13269,4,14,3545,5,4,5,545,Champions
13270,1,1,590,3,1,5,513,New Customers
13274,44,1,360,2,1,3,312,Regular Customers
13275,18,2,241,1,2,4,421,Potential Loyalists
13276,32,3,1348,4,3,4,434,Potential Loyalists
13277,15,3,264,2,3,4,432,Potential Loyalists
13278,34,3,893,3,3,4,433,Potential Loyalists
13280,14,4,1507,4,3,5,534,Potential Loyalists
13281,74,1,350,2,1,2,212,Lost Customers
13282,41,1,181,1,1,3,311,Regular Customers
13283,202,2,279,2,2,1,122,Hibernating
13285,235,2,655,3,2,1,123,Hibernating
13286,235,1,734,3,1,1,113,Lost Customers
13287,238,3,781,3,3,1,133,Hibernating
13288,78,5,927,3,3,2,233,Hibernating
13289,358,1,307,2,1,1,112,Lost Customers
13290,73,1,208,1,1,2,211,Lost Customers
13291,49,10,2959,5,4,3,345,Regular Customers
13292,50,3,415,2,3,3,332,Regular Customers
13293,27,6,1192,4,4,4,444,Loyal Customers
13294,281,1,815,3,1,1,113,Lost Customers
13295,11,3,900,3,3,5,533,Potential Loyalists
13296,58,5,705,3,3,3,333,Regular Customers
13297,20,3,2278,5,3,4,435,Potential Loyalists
13299,58,2,1076,4,2,3,324,Regular Customers
13300,23,2,913,3,2,4,423,Potential Loyalists
13302,161,1,95,1,1,2,211,Lost Customers
13303,35,1,61,1,1,4,411,New Customers
13304,90,3,917,3,3,2,233,Hibernating
13305,7,7,1753,4,4,5,544,Champions
13306,65,1,53,1,1,3,311,Regular Customers
13307,122,2,258,2,2,2,222,Hibernating
13308,231,1,284,2,1,1,112,Lost Customers
13309,27,1,249,1,1,4,411,New Customers
13310,15,2,409,2,2,4,422,Potential Loyalists
13312,86,1,124,1,1,2,211,Lost Customers
13313,114,7,1890,4,4,2,244,At Risk
13315,324,1,310,2,1,1,112,Lost Customers
13316,27,6,7213,5,4,4,445,Loyal Customers
13317,20,13,4212,5,4,4,445,Loyal Customers
13319,0,34,11236,5,5,5,555,Champions
13320,69,2,679,3,2,3,323,Regular Customers
13324,63,8,3391,5,4,3,345,Regular Customers
13326,67,1,281,2,1,3,312,Regular Customers
13327,0,14,6251,5,4,5,545,Champions
13329,1,7,4323,5,4,5,545,Champions
13330,90,3,1665,4,3,2,234,Hibernating
13331,36,1,262,2,1,3,312,Regular Customers
13333,46,3,1015,4,3,3,334,Regular Customers
13334,171,2,2726,5,2,2,225,Hibernating
13337,181,1,1575,4,1,1,114,Lost Customers
13338,176,3,1958,4,3,1,134,Hibernating
13340,52,5,11364,5,3,3,335,Regular Customers
13346,97,6,299,2,4,2,242,At Risk
13357,129,4,3228,5,3,2,235,Hibernating
13359,38,1,603,3,1,3,313,Regular Customers
13360,66,4,1553,4,3,3,334,Regular Customers
13361,107,2,1450,4,2,2,224,Hibernating
13362,13,3,2303,5,3,5,535,Potential Loyalists
13363,44,1,731,3,1,3,313,Regular Customers
13367,66,1,510,3,1,3,313,Regular Customers
13368,49,2,498,2,2,3,322,Regular Customers
13369,0,1,308,2,1,5,512,New Customers
13370,6,1,754,3,1,5,513,New Customers
13371,140,2,2297,5,2,2,225,Hibernating
13373,50,3,4274,5,3,3,335,Regular Customers
13374,49,2,422,2,2,3,322,Regular Customers
13375,79,1,1013,4,1,2,214,Lost Customers
13377,31,2,1552,4,2,4,424,Potential Loyalists
13380,67,1,62,1,1,3,311,Regular Customers
13381,14,6,4585,5,4,5,545,Champions
13382,63,4,1164,4,3,3,334,Regular Customers
13383,178,1,305,2,1,1,112,Lost Customers
13384,25,4,2528,5,3,4,435,Potential Loyalists
13386,49,2,835,3,2,3,323,Regular Customers
13387,52,1,189,1,1,3,311,Regular Customers
13388,238,1,508,3,1,1,113,Lost Customers
13392,312,1,91,1,1,1,111,Lost Customers
13393,218,4,1131,4,3,1,134,Hibernating
13394,14,11,4101,5,4,5,545,Champions
13395,35,2,872,3,2,4,423,Potential Loyalists
13397,72,5,1647,4,3,2,234,Hibernating
13398,83,1,213,1,1,2,211,Lost Customers
13399,99,3,275,2,3,2,232,Hibernating
13400,217,1,310,2,1,1,112,Lost Customers
13402,7,3,913,3,3,5,533,Potential Loyalists
13403,22,2,154,1,2,4,421,Potential Loyalists
13405,116,3,641,3,3,2,233,Hibernating
13406,62,2,568,3,2,3,323,Regular Customers
13407,213,3,2244,5,3,1,135,Hibernating
13408,6,46,23616,5,5,5,555,Champions
13410,28,4,1198,4,3,4,434,Potential Loyalists
13412,255,1,487,2,1,1,112,Lost Customers
13413,274,6,429,2,4,1,142,At Risk
13414,98,3,1103,4,3,2,234,Hibernating
13415,107,4,800,3,3,2,233,Hibernating
13416,371,1,228,1,1,1,111,Lost Customers
13417,182,4,1028,4,3,1,134,Hibernating
13418,7,15,6106,5,4,5,545,Champions
13421,41,6,2252,5,4,3,345,Regular Customers
13423,63,1,217,1,1,3,311,Regular Customers
13424,84,1,572,3,1,2,213,Lost Customers
13425,143,2,1779,4,2,2,224,Hibernating
13426,17,12,4526,5,4,4,445,Loyal Customers
13427,112,3,423,2,3,2,232,Hibernating
13428,149,2,281,2,2,2,222,Hibernating
13431,41,6,2047,4,4,3,344,Regular Customers
13432,206,2,439,2,2,1,122,Hibernating
13433,136,4,658,3,3,2,233,Hibernating
13434,20,3,1132,4,3,4,434,Potential Loyalists
13435,11,2,665,3,2,5,523,Potential Loyalists
13438,182,1,46,1,1,1,111,Lost Customers
13439,23,2,702,3,2,4,423,Potential Loyalists
13440,58,7,1295,4,4,3,344,Regular Customers
13441,66,1,424,2,1,3,312,Regular Customers
13442,302,3,419,2,3,1,132,Hibernating
13443,83,6,1280,4,4,2,244,At Risk
13444,9,2,631,3,2,5,523,Potential Loyalists
13445,261,1,241,1,1,1,111,Lost Customers
13446,65,11,3881,5,4,3,345,Regular Customers
13448,8,9,5701,5,4,5,545,Champions
13450,9,7,2076,4,4,5,544,Champions
13451,16,6,4214,5,4,4,445,Loyal Customers
13452,107,1,139,1,1,2,211,Lost Customers
13453,37,1,424,2,1,3,312,Regular Customers
13454,276,1,219,1,1,1,111,Lost Customers
13455,1,5,1847,4,3,5,534,Potential Loyalists
13457,323,2,148,1,2,1,121,Hibernating
13458,14,2,2312,5,2,5,525,Potential Loyalists
13459,259,2,1160,4,2,1,124,Hibernating
13461,42,3,2715,5,3,3,335,Regular Customers
13462,45,4,1002,4,3,3,334,Regular Customers
13464,29,5,2422,5,3,4,435,Potential Loyalists
13465,81,2,931,3,2,2,223,Hibernating
13466,43,4,705,3,3,3,333,Regular Customers
13468,3,38,7685,5,5,5,555,Champions
13469,288,1,82,1,1,1,111,Lost Customers
13472,98,2,592,3,2,2,223,Hibernating
13473,209,6,2235,5,4,1,145,At Risk
13474,78,2,434,2,2,2,222,Hibernating
13476,41,3,823,3,3,3,333,Regular Customers
13477,90,5,1379,4,3,2,234,Hibernating
13478,104,5,2215,5,3,2,235,Hibernating
13479,87,2,550,3,2,2,223,Hibernating
13480,51,2,627,3,2,3,323,Regular Customers
13481,9,6,2026,4,4,5,544,Champions
13482,262,1,151,1,1,1,111,Lost Customers
13484,18,2,476,2,2,4,422,Potential Loyalists
13485,11,10,2564,5,4,5,545,Champions
13487,140,2,271,2,2,2,222,Hibernating
13488,2,11,6619,5,4,5,545,Champions
13490,289,1,154,1,1,1,111,Lost Customers
13491,7,18,3350,5,4,5,545,Champions
13495,3,6,3329,5,4,5,545,Champions
13497,3,5,972,3,3,5,533,Potential Loyalists
13498,365,1,327,2,1,1,112,Lost Customers
13500,36,1,299,2,1,3,312,Regular Customers
13501,121,2,1544,4,2,2,224,Hibernating
13502,50,2,488,2,2,3,322,Regular Customers
13503,114,5,1688,4,3,2,234,Hibernating
13506,4,4,1180,4,3,5,534,Potential Loyalists
13508,277,1,176,1,1,1,111,Lost Customers
13509,142,1,135,1,1,2,211,Lost Customers
13510,10,7,2766,5,4,5,545,Champions
13511,311,1,282,2,1,1,112,Lost Customers
13512,22,3,462,2,3,4,432,Potential Loyalists
13513,76,2,619,3,2,2,223,Hibernating
13514,63,3,663,3,3,3,333,Regular Customers
13515,84,2,374,2,2,2,222,Hibernating
13516,52,1,295,2,1,3,312,Regular Customers
13519,77,1,220,1,1,2,211,Lost Customers
13520,6,6,3285,5,4,5,545,Champions
13523,1,2,1136,4,2,5,524,Potential Loyalists
13526,373,2,1182,4,2,1,124,Hibernating
13527,53,5,2396,5,3,3,335,Regular Customers
13530,269,1,402,2,1,1,112,Lost Customers
13531,1,5,1254,4,3,5,534,Potential Loyalists
13534,14,10,1850,4,4,5,544,Champions
13535,37,1,89,1,1,3,311,Regular Customers
13537,60,2,717,3,2,3,323,Regular Customers
13538,31,5,1831,4,3,4,434,Potential Loyalists
13539,55,4,938,3,3,3,333,Regular Customers
13540,102,3,632,3,3,2,233,Hibernating
13541,62,2,785,3,2,3,323,Regular Customers
13542,11,17,4006,5,4,5,545,Champions
13543,269,2,1439,4,2,1,124,Hibernating
13544,46,4,537,3,3,3,333,Regular Customers
13545,25,2,374,2,2,4,422,Potential Loyalists
13546,17,2,465,2,2,4,422,Potential Loyalists
13547,43,1,175,1,1,3,311,Regular Customers
13548,106,1,226,1,1,2,211,Lost Customers
13549,22,1,87,1,1,4,411,New Customers
13550,18,1,349,2,1,4,412,New Customers
13551,301,1,152,1,1,1,111,Lost Customers
13552,63,10,3238,5,4,3,345,Regular Customers
13553,309,1,517,3,1,1,113,Lost Customers
13554,15,7,1638,4,4,4,444,Loyal Customers
13555,13,9,4849,5,4,5,545,Champions
13556,64,2,200,1,2,3,321,Regular Customers
13557,50,11,2448,5,4,3,345,Regular Customers
13559,147,2,990,3,2,2,223,Hibernating
13561,32,10,1678,4,4,4,444,Loyal Customers
13562,36,5,3038,5,3,3,335,Regular Customers
13564,3,35,15500,5,5,5,555,Champions
13565,46,1,174,1,1,3,311,Regular Customers
13566,69,3,833,3,3,3,333,Regular Customers
13567,63,4,1083,4,3,3,334,Regular Customers
13569,2,3,520,3,3,5,533,Potential Loyalists
13571,17,14,2454,5,4,4,445,Loyal Customers
13573,14,4,622,3,3,5,533,Potential Loyalists
13574,46,1,421,2,1,3,312,Regular Customers
13576,8,11,4834,5,4,5,545,Champions
13577,17,7,1801,4,4,4,444,Loyal Customers
13578,44,1,147,1,1,3,311,Regular Customers
13579,4,4,1072,4,3,5,534,Potential Loyalists
13580,41,1,107,1,1,3,311,Regular Customers
13581,49,1,162,1,1,3,311,Regular Customers
13582,24,2,241,1,2,4,421,Potential Loyalists
13583,314,1,664,3,1,1,113,Lost Customers
13584,133,2,250,1,2,2,221,Hibernating
13585,165,3,684,3,3,2,233,Hibernating
13586,176,1,131,1,1,1,111,Lost Customers
13587,84,3,961,3,3,2,233,Hibernating
13589,84,4,741,3,3,2,233,Hibernating
13590,10,12,4367,5,4,5,545,Champions
13591,70,4,976,3,3,3,333,Regular Customers
13593,22,9,3486,5,4,4,445,Loyal Customers
13594,120,1,136,1,1,2,211,Lost Customers
13595,151,3,818,3,3,2,233,Hibernating
13597,35,2,396,2,2,4,422,Potential Loyalists
13598,130,4,609,3,3,2,233,Hibernating
13599,1,14,5013,5,4,5,545,Champions
13600,269,1,298,2,1,1,112,Lost Customers
13601,27,2,491,2,2,4,422,Potential Loyalists
13602,16,3,596,3,3,4,433,Potential Loyalists
13604,293,1,717,3,1,1,113,Lost Customers
13605,22,2,522,3,2,4,423,Potential Loyalists
13607,37,1,400,2,1,3,312,Regular Customers
13608,175,1,236,1,1,2,211,Lost Customers
13609,228,1,167,1,1,1,111,Lost Customers
13610,22,7,1044,4,4,4,444,Loyal Customers
13611,9,7,2147,5,4,5,545,Champions
13612,267,1,818,3,1,1,113,Lost Customers
13613,87,5,1039,4,3,2,234,Hibernating
13614,28,2,748,3,2,4,423,Potential Loyalists
13615,34,7,5854,5,4,4,445,Loyal Customers
13616,203,2,288,2,2,1,122,Hibernating
13617,43,5,734,3,3,3,333,Regular Customers
13619,179,2,231,1,2,1,121,Hibernating
13620,163,1,112,1,1,2,211,Lost Customers
13622,331,1,658,3,1,1,113,Lost Customers
13623,15,5,1818,4,3,4,434,Potential Loyalists
13624,23,1,462,2,1,4,412,New Customers
13625,231,1,301,2,1,1,112,Lost Customers
13626,14,1,449,2,1,5,512,New Customers
13627,123,2,607,3,2,2,223,Hibernating
13628,311,1,310,2,1,1,112,Lost Customers
13629,48,8,5578,5,4,3,345,Regular Customers
13632,29,3,1526,4,3,4,434,Potential Loyalists
13634,9,11,3498,5,4,5,545,Champions
13635,77,3,1928,4,3,2,234,Hibernating
13639,71,1,312,2,1,2,212,Lost Customers
13640,246,1,405,2,1,1,112,Lost Customers
13641,275,5,1016,4,3,1,134,Hibernating
13642,67,3,159,1,3,3,331,Regular Customers
13643,17,7,1637,4,4,4,444,Loyal Customers
13646,34,2,326,2,2,4,422,Potential Loyalists
13647,129,4,1393,4,3,2,234,Hibernating
13648,35,8,1764,4,4,4,444,Loyal Customers
13649,1,5,1332,4,3,5,534,Potential Loyalists
13650,9,4,1451,4,3,5,534,Potential Loyalists
13651,16,1,132,1,1,4,411,New Customers
13652,3,3,1475,4,3,5,534,Potential Loyalists
13653,122,1,152,1,1,2,211,Lost Customers
13654,15,5,3600,5,3,4,435,Potential Loyalists
13655,9,4,1347,4,3,5,534,Potential Loyalists
13656,134,2,699,3,2,2,223,Hibernating
13658,18,4,3386,5,3,4,435,Potential Loyalists
13659,51,10,3321,5,4,3,345,Regular Customers
13660,35,1,314,2,1,4,412,New Customers
13661,238,1,325,2,1,1,112,Lost Customers
13662,20,8,1352,4,4,4,444,Loyal Customers
13663,15,4,1858,4,3,4,434,Potential Loyalists
13665,21,3,1711,4,3,4,434,Potential Loyalists
13666,55,2,43,1,2,3,321,Regular Customers
13668,18,14,6726,5,4,4,445,Loyal Customers
13669,42,1,195,1,1,3,311,Regular Customers
13671,29,1,194,1,1,4,411,New Customers
13672,365,1,233,1,1,1,111,Lost Customers
13674,67,1,240,1,1,3,311,Regular Customers
13676,174,2,243,1,2,2,221,Hibernating
13677,39,2,556,3,2,3,323,Regular Customers
13679,128,3,281,2,3,2,232,Hibernating
13680,106,8,7713,5,4,2,245,At Risk
13683,92,1,258,2,1,2,212,Lost Customers
13684,25,3,529,3,3,4,433,Potential Loyalists
13686,15,2,337,2,2,4,422,Potential Loyalists
13687,73,1,11880,5,1,2,215,Lost Customers
13688,270,1,375,2,1,1,112,Lost Customers
13689,79,1,349,2,1,2,212,Lost Customers
13691,31,1,212,1,1,4,411,New Customers
13692,43,2,1626,4,2,3,324,Regular Customers
13693,9,9,2011,4,4,5,544,Champions
13694,8,94,131443,5,5,5,555,Champions
13695,212,1,266,2,1,1,112,Lost Customers
13696,56,3,2020,4,3,3,334,Regular Customers
13698,231,2,465,2,2,1,122,Hibernating
13699,185,1,455,2,1,1,112,Lost Customers
13700,52,3,348,2,3,3,332,Regular Customers
13701,81,1,161,1,1,2,211,Lost Customers
13702,80,1,135,1,1,2,211,Lost Customers
13703,50,1,326,2,1,3,312,Regular Customers
13705,8,5,1323,4,3,5,534,Potential Loyalists
13706,261,1,300,2,1,1,112,Lost Customers
13707,64,3,2559,5,3,3,335,Regular Customers
13709,81,5,1263,4,3,2,234,Hibernating
13710,58,2,329,2,2,3,322,Regular Customers
13711,41,7,1540,4,4,3,344,Regular Customers
13712,245,1,537,3,1,1,113,Lost Customers
13713,43,3,743,3,3,3,333,Regular Customers
13714,100,1,161,1,1,2,211,Lost Customers
13715,7,13,7403,5,4,5,545,Champions
13717,92,2,318,2,2,2,222,Hibernating
13719,28,6,1773,4,4,4,444,Loyal Customers
13721,30,1,217,1,1,4,411,New Customers
13722,55,7,3260,5,4,3,345,Regular Customers
13723,27,5,1009,4,3,4,434,Potential Loyalists
13724,272,1,213,1,1,1,111,Lost Customers
13727,246,6,746,3,4,1,143,At Risk
13728,22,10,1839,4,4,4,444,Loyal Customers
13729,70,3,724,3,3,3,333,Regular Customers
13733,45,2,487,2,2,3,322,Regular Customers
13734,143,4,6701,5,3,2,235,Hibernating
13735,11,9,6927,5,4,5,545,Champions
13736,60,5,2034,4,3,3,334,Regular Customers
13738,31,1,440,2,1,4,412,New Customers
13739,162,1,75,1,1,2,211,Lost Customers
13740,50,4,1247,4,3,3,334,Regular Customers
13745,181,1,477,2,1,1,112,Lost Customers
13746,48,1,176,1,1,3,311,Regular Customers
13747,8,2,169,1,2,5,521,Potential Loyalists
13748,8,5,1320,4,3,5,534,Potential Loyalists
13750,15,6,1954,4,4,4,444,Loyal Customers
13752,162,1,404,2,1,2,212,Lost Customers
13753,233,3,1353,4,3,1,134,Hibernating
13754,72,1,164,1,1,2,211,Lost Customers
13756,2,10,4017,5,4,5,545,Champions
13757,309,1,195,1,1,1,111,Lost Customers
13758,1,10,6226,5,4,5,545,Champions
13760,39,3,1076,4,3,3,334,Regular Customers
13761,137,4,881,3,3,2,233,Hibernating
13762,228,4,2165,5,3,1,135,Hibernating
13763,52,2,3502,5,2,3,325,Regular Customers
13764,204,3,1431,4,3,1,134,Hibernating
13765,288,1,352,2,1,1,112,Lost Customers
13766,130,1,190,1,1,2,211,Lost Customers
13767,4,39,18320,5,5,5,555,Champions
13768,361,2,875,3,2,1,123,Hibernating
13769,2,11,3003,5,4,5,545,Champions
13770,57,4,785,3,3,3,333,Regular Customers
13771,168,5,3094,5,3,2,235,Hibernating
13772,35,5,1982,4,3,4,434,Potential Loyalists
13773,31,2,301,2,2,4,422,Potential Loyalists
13775,225,1,1049,4,1,1,114,Lost Customers
13776,63,2,623,3,2,3,323,Regular Customers
13777,1,37,30501,5,5,5,555,Champions
13778,126,3,945,3,3,2,233,Hibernating
13779,150,1,161,1,1,2,211,Lost Customers
13780,42,1,375,2,1,3,312,Regular Customers
13781,227,2,650,3,2,1,123,Hibernating
13782,88,7,881,3,4,2,243,At Risk
13783,122,4,1542,4,3,2,234,Hibernating
13784,69,3,447,2,3,3,332,Regular Customers
13785,63,4,542,3,3,3,333,Regular Customers
13786,2,6,3128,5,4,5,545,Champions
13787,93,4,913,3,3,2,233,Hibernating
13788,140,1,3,1,1,2,211,Lost Customers
13789,23,1,239,1,1,4,411,New Customers
13792,57,1,188,1,1,3,311,Regular Customers
13793,281,1,96,1,1,1,111,Lost Customers
13794,181,1,126,1,1,1,111,Lost Customers
13795,23,4,836,3,3,4,433,Potential Loyalists
13796,134,1,289,2,1,2,212,Lost Customers
13797,71,3,1179,4,3,2,234,Hibernating
13798,7,54,38683,5,5,5,555,Champions
13799,79,7,2114,4,4,2,244,At Risk
13800,65,2,1121,4,2,3,324,Regular Customers
13802,9,16,21659,5,4,5,545,Champions
13803,66,2,1061,4,2,3,324,Regular Customers
13804,70,2,572,3,2,3,323,Regular Customers
13807,2,3,422,2,3,5,532,Potential Loyalists
13809,29,2,524,3,2,4,423,Potential Loyalists
13813,162,4,1398,4,3,2,234,Hibernating
13814,162,1,678,3,1,2,213,Lost Customers
13815,41,4,3448,5,3,3,335,Regular Customers
13818,64,1,61,1,1,3,311,Regular Customers
13819,304,3,1502,4,3,1,134,Hibernating
13820,53,3,660,3,3,3,333,Regular Customers
13821,28,4,1025,4,3,4,434,Potential Loyalists
13823,15,5,2445,5,3,4,435,Potential Loyalists
13824,14,7,1615,4,4,5,544,Champions
13825,256,2,255,2,2,1,122,Hibernating
13829,56,1,102,1,1,3,311,Regular Customers
13830,216,1,156,1,1,1,111,Lost Customers
13831,4,13,4820,5,4,5,545,Champions
13832,57,1,561,3,1,3,313,Regular Customers
13833,39,1,316,2,1,3,312,Regular Customers
13834,211,2,324,2,2,1,122,Hibernating
13835,154,3,260,2,3,2,232,Hibernating
13836,34,2,620,3,2,4,423,Potential Loyalists
13838,4,7,1274,4,4,5,544,Champions
13839,121,1,139,1,1,2,211,Lost Customers
13840,51,1,651,3,1,3,313,Regular Customers
13842,1,10,2244,5,4,5,545,Champions
13843,16,1,319,2,1,4,412,New Customers
13846,34,1,442,2,1,4,412,New Customers
13847,354,1,310,2,1,1,112,Lost Customers
13848,1,6,2080,4,4,5,544,Champions
13849,32,3,1931,4,3,4,434,Potential Loyalists
13851,14,5,1955,4,3,5,534,Potential Loyalists
13852,245,1,187,1,1,1,111,Lost Customers
13854,0,15,4144,5,4,5,545,Champions
13855,135,4,1310,4,3,2,234,Hibernating
13856,98,8,753,3,4,2,243,At Risk
13857,28,6,1001,4,4,4,444,Loyal Customers
13859,164,1,314,2,1,2,212,Lost Customers
13861,64,2,273,2,2,3,322,Regular Customers
13862,24,1,346,2,1,4,412,New Customers
13863,100,3,933,3,3,2,233,Hibernating
13864,21,1,662,3,1,4,413,New Customers
13869,16,6,5006,5,4,4,445,Loyal Customers
13870,22,7,2941,5,4,4,445,Loyal Customers
13871,63,4,1482,4,3,3,334,Regular Customers
13872,162,3,919,3,3,2,233,Hibernating
13873,18,5,649,3,3,4,433,Potential Loyalists
13874,139,6,1508,4,4,2,244,At Risk
13875,22,9,3027,5,4,4,445,Loyal Customers
13877,105,2,332,2,2,2,222,Hibernating
13878,182,3,1191,4,3,1,134,Hibernating
13879,280,1,395,2,1,1,112,Lost Customers
13880,2,5,1171,4,3,5,534,Potential Loyalists
13881,10,23,28019,5,5,5,555,Champions
13883,38,10,3885,5,4,3,345,Regular Customers
13884,11,5,1100,4,3,5,534,Potential Loyalists
13888,39,5,1563,4,3,3,334,Regular Customers
13889,17,5,1574,4,3,4,434,Potential Loyalists
13890,9,4,1043,4,3,5,534,Potential Loyalists
13891,13,3,863,3,3,5,533,Potential Loyalists
13892,112,2,634,3,2,2,223,Hibernating
13895,150,2,1415,4,2,2,224,Hibernating
13896,260,1,388,2,1,1,112,Lost Customers
13897,73,2,849,3,2,2,223,Hibernating
13898,46,1,530,3,1,3,313,Regular Customers
13900,24,3,869,3,3,4,433,Potential Loyalists
13901,9,10,2809,5,4,5,545,Champions
13902,267,5,34095,5,3,1,135,Hibernating
13903,35,1,165,1,1,4,411,New Customers
13905,367,1,312,2,1,1,112,Lost Customers
13906,44,1,42,1,1,3,311,Regular Customers
13907,326,1,136,1,1,1,111,Lost Customers
13909,58,2,286,2,2,3,322,Regular Customers
13911,14,11,1654,4,4,5,544,Champions
13912,58,1,124,1,1,3,311,Regular Customers
13913,141,1,42,1,1,2,211,Lost Customers
13915,29,1,70,1,1,4,411,New Customers
13916,98,4,1275,4,3,2,234,Hibernating
13919,59,2,975,3,2,3,323,Regular Customers
13920,66,4,1774,4,3,3,334,Regular Customers
13921,37,4,730,3,3,3,333,Regular Customers
13922,72,2,692,3,2,2,223,Hibernating
13927,72,1,359,2,1,2,212,Lost Customers
13929,51,9,2651,5,4,3,345,Regular Customers
13931,27,9,4019,5,4,4,445,Loyal Customers
13935,231,3,6116,5,3,1,135,Hibernating
13936,17,2,563,3,2,4,423,Potential Loyalists
13937,37,1,721,3,1,3,313,Regular Customers
13939,66,4,992,4,3,3,334,Regular Customers
13941,7,11,6009,5,4,5,545,Champions
13942,169,1,320,2,1,2,212,Lost Customers
13943,212,1,246,1,1,1,111,Lost Customers
13944,288,1,200,1,1,1,111,Lost Customers
13945,29,2,854,3,2,4,423,Potential Loyalists
13946,11,3,1314,4,3,5,534,Potential Loyalists
13948,46,3,446,2,3,3,332,Regular Customers
13952,15,12,9572,5,4,4,445,Loyal Customers
13953,44,5,3125,5,3,3,335,Regular Customers
13955,10,1,222,1,1,5,511,New Customers
13957,52,3,458,2,3,3,332,Regular Customers
13958,14,8,4709,5,4,5,545,Champions
13959,34,3,477,2,3,4,432,Potential Loyalists
13961,27,1,538,3,1,4,413,New Customers
13962,70,1,193,1,1,3,311,Regular Customers
13963,2,14,2347,5,4,5,545,Champions
13964,22,2,438,2,2,4,422,Potential Loyalists
13965,111,3,996,4,3,2,234,Hibernating
13966,70,1,390,2,1,3,312,Regular Customers
13967,31,1,85,1,1,4,411,New Customers
13968,58,1,123,1,1,3,311,Regular Customers
13969,0,18,4311,5,4,5,545,Champions
13970,21,2,846,3,2,4,423,Potential Loyalists
13971,58,6,1909,4,4,3,344,Regular Customers
13974,217,1,264,2,1,1,112,Lost Customers
13975,28,6,2832,5,4,4,445,Loyal Customers
13976,141,3,834,3,3,2,233,Hibernating
13977,46,1,519,3,1,3,313,Regular Customers
13979,28,6,2546,5,4,4,445,Loyal Customers
13980,74,4,599,3,3,2,233,Hibernating
13981,50,1,331,2,1,3,312,Regular Customers
13982,0,6,2573,5,4,5,545,Champions
13983,1,10,4505,5,4,5,545,Champions
13984,1,8,1128,4,4,5,544,Champions
13985,9,7,2960,5,4,5,545,Champions
13987,14,2,682,3,2,5,523,Potential Loyalists
13988,18,2,609,3,2,4,423,Potential Loyalists
13989,99,3,759,3,3,2,233,Hibernating
13992,15,2,142,1,2,4,421,Potential Loyalists
13993,14,10,3309,5,4,5,545,Champions
